Product,Rating,Title,Review,Brand,Line,RatingNumeric,HairPattern,HairDensity,ScalpCondition,HairConcerns
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,100% trust for my hair,"my hair is curly and thick, and since i was a teen and was first introduced to this leave-in conditioner, i stayed loyal because it keeps my hair soft, smells good, and weighs down my fluffy hair just the right amount where it still looks natural.",Giovanni,Curly Girl Products,5,curly,thick,,volume
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",4.0 out of 5 stars,"it makes my very thick, coarse hair manageable","i like this leave-in conditioner because it really helps with manageability of my hair.  i have very thick hair which can be difficult to comb through but once i put this conditioner in it's easy going from there.the only drawback is that it doesn't leave my hair feeling moisturized for a long time and leaves it feeling a little dry.  however, that's nothing that a little olive oil mixed in water can't cure.",Giovanni,Curly Girl Products,4,3c,fine,dry scalp,dryness
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",4.0 out of 5 stars,on the fense,"i am honestly am not sure if this product makes much difference in conditioning my hair. i put this in my hair along with oil. sometimes my hair feels a little heaving from all of the products but this is a creamy leave in that is very light weight. since my order came with 3 bottles i'll keep using it but i'm not 100% that it's making much difference. putting oil in my hair, on the other hand, makes a clear difference.",Giovanni,Curly Girl Products,4,curly,fine,dry scalp,"dryness, volume, frizz, shine, split ends"
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,transitioning for about 6 months this is my go to product,"i love this leave in conditioner it also is a natural product. it does not leave my hair sticky at all no matter how much of it use. i use a lot of their products and i've been relatively happy. i even use it to detangle my hair in the shower. if i use a denman brush i makes my curls look awesome. i like that it is not greasy or heavy. i still will use a natural oil to seal my ends. it has a nice light scent. i use it for twist, roller sets, and wash and go's.",Giovanni,Curly Girl Products,5,curly,fine,dry scalp,"split ends, volume"
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,i like this product,"i’ve been using this product for 1 month and as of now, i like it a lot.",Giovanni,Curly Girl Products,5,4c,fine,sensitive scalp,shine
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,good slip and great for detangling,"this is my go to leave-in conditioner. it has good slip for detangling and works so good on my hair.  i do however, add a small amount of olive oil to all of my conditioners, and its been working great for me.  i still seal with a little argan oil and am good to go.  i've been using giovanni for over two years and recommend it to anyone looking for a good quality leave-in.",Giovanni,Curly Girl Products,5,curly,medium,dry scalp,"shine, volume"
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",2.0 out of 5 stars,never again,feels like shampoo mixed with conditioner and just sits on top of the hair. so disappointed in this product. money wasted.,Giovanni,Curly Girl Products,2,coily,medium,,volume
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,😍,😍,Giovanni,Curly Girl Products,5,,,,
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,awesome,my fav leave in for natural hair. the smell is light and it goes a long way if you mix it with aloe vera juice,Giovanni,Curly Girl Products,5,4c,fine,,
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,very moisturizing for 4c hair,been using this for 10 years on my natural hair. love this stuff,Giovanni,Curly Girl Products,5,curly,fine,dry scalp,"shine, volume"
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,great for arid or desert climates,"i moved from the east coast to the west coast and it is extremely dry here.  the humidity levels are incredibly low and the products that used to work, such as glycerin, now make my hair hard.  i have dry, curly, hair and the giovanni leave-in conditioner is the only thing that makes my hair feel soft and moisturized after a wash.  i use an apple cider vinegar rinse to remove buildup, so my hair feels soft and healthy.",Giovanni,Curly Girl Products,5,curly,fine,sensitive scalp,dryness
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,great product.,"it's a staple for my 3c/4a hair. detangles, and conditions with verrrrrry little. the scent, i don't like. it's unscented but reminds me of how plastic smells. i always add something else to my hair in order to make it smell good.",Giovanni,Curly Girl Products,5,3c,fine,sensitive scalp,frizz
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,it bangs!,i have a combination of curls around my head and this product works from my 4a curls to my 2c curls. it nourishes and hydrates and it's just the best.,Giovanni,Curly Girl Products,5,curly,,,shine
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,my hair is in love!,my hair responded immediately!  it's moisturized and shiny.  i have curly afro hair type.  this is a game changer for natural girls.  i wish i had tried it sooner!,Giovanni,Curly Girl Products,5,curly,,,shine
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,good,good,Giovanni,Curly Girl Products,5,coily,fine,,"shine, split ends"
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",1.0 out of 5 stars,next!,"this left my daughter's hair dry, bulked up, and frizzy. i experimented with different amounts, using both less and more than my initial application, but it didn't work for her at all. she has extremely curly hair, and a lot of it. i was not impressed and tossed the rest of the bottle. i've used rinse-out conditioners on her that were more moisturizing!",Giovanni,Curly Girl Products,1,curly,thick,flaky scalp,"frizz, dryness"
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,very moisturizing,you cant beat the price and it works wonders for my natural hair!,Giovanni,Curly Girl Products,5,3c,fine,,"volume, shine"
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,great product.,leaves hair feeling soft.,Giovanni,Curly Girl Products,5,coily,medium,dry scalp,shine
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,my fingers glide easily through my cource natural curly/kinky hair after i apply ...,i bought this leave in because it is the mhm approved hair product list. i dilute it with water and use it as a leave in and it make my hair feel smooth and soft; my fingers glide easily through my cource natural curly/kinky hair after i apply this product. i was also very happy to find this deal at the time i did and i saved a lot of money on this amazing product.,Giovanni,Curly Girl Products,5,straight,medium,dry scalp,
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,"day one hair, ❤️❤️this products","my favorite products to style my curls, i apply shea moisture raw shea butter and then i follow with giovanni cosmetics - eco chic direct leave-in conditioner, been using giovanni leave-in for so many years, is the best combination for me, with this 2 products my hair can last looking good up to 6-7 days. i used giovanni alone and is still very good.",Giovanni,Curly Girl Products,5,curly,medium,sensitive scalp,shine
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",4.0 out of 5 stars,good product,"i have long thick curly hair that is often dry and frizzy.  i live in the south where it is humid.  this product is a great natural solution to tame frizzies and keep my hair under control.  i have been happy with all of the giovanni products.  it doesn't weigh my hair down, while still providing moisture and control.  great to throw in my beach bag and put in my hair after swimming.",Giovanni,Curly Girl Products,4,curly,thick,,"frizz, dryness"
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,this product is great,this came fast and i like how it makes my hair feel good,Giovanni,Curly Girl Products,5,curly,fine,sensitive scalp,"shine, volume, color-treated, split ends"
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,you need this in your life.,"by far my favorite conditioner for kinky hair. it melts my tangles and moisturizes my strands. if you prefer a creme based leave in/detangler, try this one. note, the product will appear white when applied to wet hair. it has dried nicely for me every time. the vendor sent the package quickly and the price was very reasonable. sadly, i did not pick my package up from ups in time and it had to be sent back. i will definitely purchase again.",Giovanni,Curly Girl Products,5,coily,thick,,breakage
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,good conditioner,you don't have to wash it out. and very little goes a long way.,Giovanni,Curly Girl Products,5,4c,fine,dry scalp,"shine, dryness, breakage, volume, heat damage, frizz, split ends"
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,love it,like everything,Giovanni,Curly Girl Products,5,coily,fine,normal scalp,"breakage, shine"
"GIOVANNI Direct Leave-In Weightless Moisture Conditioner, 8.5 oz. , Wash & Go, Co Wash, Curls & Wavy Hair, No Parabens, Color Safe (Pack of 3)",5.0 out of 5 stars,great leave-in conditioner!!!,i absolutely love this product. it make my 3b/3c hair soft. my curls are defined. it is not oily or sticky. the scent is very pleasant. love it!!!,Giovanni,Curly Girl Products,5,curly,fine,dry scalp,"shine, volume"
